N,P,K,temperature,humidity,ph,rainfall,label
15.53,18.15,41.7,18.92,88.96,5.37,135.61,pomegranate
18.89,11.13,8.6,12.94,91.6,5.69,124.71,orange
18.17,123.97,198.96,9.06,96.67,5.74,98.0,apple
4.84,18.77,12.9,14.88,92.18,6.54,132.11,orange
48.9,61.11,46.53,32.77,94.18,7.16,153.05,papaya
10.87,121.66,201.73,17.37,86.97,5.89,62.61,grapes
98.49,14.74,54.02,29.23,84.71,7.01,61.69,watermelon
8.35,79.85,18.09,14.68,67.13,6.4,58.47,lentil
107.85,25.21,34.32,22.17,71.46,6.11,208.3,coffee
112.81,78.65,40.43,32.25,75.36,5.77,124.0,banana
0.03,9.39,40.49,27.16,89.55,6.46,162.9,coconut
13.01,58.51,16.24,22.22,63.51,7.33,42.86,lentil
13.07,128.67,197.95,11.35,89.25,6.71,60.44,grapes
104.19,9.51,50.15,25.37,91.64,5.95,20.47,muskmelon
11.48,53.58,16.53,31.48,55.26,7.55,46.62,mothbeans
11.47,79.02,21.12,31.34,45.32,7.02,151.82,pigeonpeas
8.36,24.66,46.95,22.55,90.6,6.14,124.09,pomegranate
101.9,14.99,54.12,29.84,93.04,7.42,39.39,muskmelon
7.96,23.04,30.69,31.01,57.66,7.39,72.94,mango
23.59,82.14,86.82,22.32,24.14,7.03,59.31,chickpea
107.14,12.43,52.99,29.58,87.37,6.62,24.36,muskmelon
98.71,17.49,45.46,28.47,90.15,5.59,70.61,watermelon
1.96,133.77,198.61,13.13,80.07,5.34,67.73,grapes
12.7,122.13,194.21,10.56,80.28,5.98,63.54,grapes
72.67,51.56,52.78,26.4,86.4,7.05,214.96,rice
94.43,30.34,51.62,24.16,86.23,5.57,295.26,rice
102.95,11.4,49.52,25.87,91.61,6.46,51.17,watermelon
15.29,130.82,213.27,7.68,97.8,5.58,105.6,apple
8.27,19.17,43.02,32.09,54.5,6.25,78.0,mango
33.06,87.88,70.81,23.19,17.12,6.56,69.77,chickpea
0.68,18.63,43.8,26.01,95.67,6.79,131.87,pomegranate
29.09,50.83,16.32,27.39,46.33,6.18,55.8,mothbeans
87.43,46.33,59.34,22.09,81.61,6.63,248.33,rice
23.46,50.35,15.57,30.88,76.74,6.36,63.97,mungbean
5.4,70.89,15.84,15.14,69.72,7.16,40.33,lentil
71.33,42.52,39.56,29.07,83.91,6.72,175.72,jute
77.36,73.53,31.32,25.67,56.54,6.06,66.07,maize
86.58,59.94,49.57,32.93,89.34,7.11,177.16,jute
16.19,9.61,11.54,16.14,89.75,5.86,132.71,orange
20.96,55.46,20.83,32.11,48.69,6.55,164.36,pigeonpeas
24.77,40.19,24.38,32.15,74.1,6.12,52.63,mungbean
99.43,42.44,43.66,27.15,77.54,7.38,197.7,jute
8.94,58.06,20.28,19.62,59.12,7.11,46.27,lentil
6.83,135.21,206.92,5.82,92.69,6.85,114.9,apple
0.25,66.87,18.34,16.75,68.98,7.06,42.22,lentil
6.07,29.33,35.99,26.0,51.63,7.54,64.11,mango
23.33,40.31,19.87,25.21,53.43,7.62,57.74,mothbeans
96.8,18.71,50.71,28.44,90.36,7.18,20.82,muskmelon
17.77,123.65,186.37,17.68,89.21,6.13,72.75,grapes
7.93,6.45,38.32,24.2,95.09,5.3,157.87,coconut
1.17,11.71,8.06,11.35,93.52,6.06,120.04,orange
42.61,63.74,40.87,28.93,95.91,7.22,154.21,papaya
2.11,61.76,29.62,32.08,75.51,6.45,51.83,blackgram
16.49,131.88,205.82,5.04,93.47,6.53,107.65,apple
87.85,74.39,42.6,34.47,76.83,6.14,121.08,banana
101.43,15.15,53.85,28.25,88.96,7.62,26.17,muskmelon
18.07,29.64,38.28,25.2,47.6,6.22,53.1,mango
118.7,35.49,35.95,23.87,68.03,6.43,233.03,coffee
102.91,34.32,36.45,22.24,55.73,6.59,160.69,coffee
0.8,23.85,29.18,32.07,53.79,6.28,58.86,mango
68.71,41.03,43.95,28.35,77.29,6.35,168.67,jute
108.16,28.16,26.79,25.24,56.66,6.93,162.84,coffee
9.01,60.55,23.56,25.75,46.9,5.89,111.52,pigeonpeas
10.26,54.2,15.29,33.42,44.79,6.49,34.23,mothbeans
8.55,24.58,44.71,19.01,92.84,6.67,114.02,pomegranate
113.68,35.09,28.49,22.21,70.27,6.07,152.38,coffee
27.1,44.6,20.37,28.34,64.65,7.14,51.03,blackgram
7.51,1.33,40.3,32.62,93.13,5.81,176.62,coconut
3.06,23.05,32.2,26.12,59.04,7.57,47.81,mango
6.51,62.95,86.92,17.13,17.05,6.23,87.6,chickpea
18.85,131.04,197.63,19.48,81.43,5.75,57.51,grapes
104.66,17.59,51.57,27.14,91.29,6.43,36.84,muskmelon
17.97,79.82,23.67,17.23,22.38,6.79,119.9,kidneybeans
17.7,9.07,13.16,13.15,89.49,7.32,118.7,orange
20.77,44.12,21.4,28.62,53.45,6.13,63.83,mothbeans
24.64,40.42,24.67,31.7,57.58,7.4,42.99,mothbeans
93.24,10.77,49.95,24.13,92.82,7.27,24.5,muskmelon
12.43,43.64,23.76,34.87,58.49,7.76,51.6,mothbeans
8.89,51.86,23.07,30.78,78.63,6.62,38.42,blackgram
1.22,73.51,21.74,22.91,58.1,7.04,52.0,lentil
83.34,73.95,50.85,26.11,83.83,6.95,184.47,banana
90.31,49.94,39.68,25.31,80.46,7.32,174.89,jute
3.98,45.92,21.48,25.23,54.17,7.72,42.53,mothbeans
15.59,134.57,196.99,10.63,83.32,6.34,64.63,grapes
10.93,75.54,21.81,22.96,67.01,6.34,32.62,lentil
115.26,23.14,27.89,28.61,78.11,6.43,96.44,cotton
95.9,88.82,59.97,27.25,74.65,6.52,120.56,banana
101.16,25.89,29.67,23.42,82.18,7.03,90.64,cotton
14.89,59.72,27.31,30.65,80.13,6.78,34.59,blackgram
61.1,48.03,45.78,30.1,86.54,6.13,167.54,jute
11.21,73.94,23.53,27.96,68.62,6.74,168.63,pigeonpeas
15.99,45.85,21.21,34.37,58.21,6.22,28.93,mothbeans
5.24,69.79,16.51,29.69,60.3,6.03,124.81,pigeonpeas
23.04,70.11,16.27,26.62,48.15,6.33,134.13,pigeonpeas
19.94,129.57,185.06,17.58,87.03,6.86,73.4,grapes
104.91,21.92,23.31,22.86,79.77,6.39,93.01,cotton
88.25,73.63,40.52,31.8,81.66,6.89,126.86,banana
101.78,17.93,46.02,23.02,83.39,6.31,57.49,watermelon
101.91,9.1,51.48,25.43,94.48,6.92,19.81,muskmelon
2.13,78.26,17.09,30.17,63.77,4.9,137.39,pigeonpeas
26.48,78.51,22.01,15.99,18.85,6.8,119.5,kidneybeans
9.39,58.11,24.68,22.87,70.04,7.21,40.83,lentil
75.94,52.28,44.6,33.15,86.29,6.82,191.44,jute
18.33,11.11,13.83,14.69,93.96,6.75,108.92,orange
107.51,88.18,49.74,27.19,75.92,6.44,197.1,banana
5.98,57.41,19.76,22.51,21.95,5.62,130.47,kidneybeans
11.35,129.37,206.86,9.14,90.28,6.05,108.04,apple
9.05,61.64,24.27,15.43,65.28,6.84,38.75,lentil
15.78,62.32,28.51,26.89,74.39,6.29,69.0,blackgram
112.13,25.96,35.78,24.99,60.3,6.72,213.64,coffee
27.23,41.83,20.9,34.75,71.13,7.19,54.02,mungbean
11.63,73.2,20.96,20.38,18.27,6.81,149.9,kidneybeans
19.63,126.56,201.35,19.42,87.95,6.11,65.55,grapes
107.47,17.86,47.92,29.32,90.1,6.66,53.99,watermelon
18.43,55.38,19.34,29.98,46.42,6.38,45.17,mothbeans
15.8,61.18,83.66,16.84,17.71,7.9,71.33,chickpea
19.11,139.81,201.74,10.81,91.28,6.64,119.01,apple
12.4,70.52,20.48,34.19,65.03,6.2,173.51,pigeonpeas
8.45,126.3,207.46,14.77,87.72,6.83,82.62,grapes
80.46,41.56,47.3,21.77,89.2,6.28,242.52,rice
117.35,30.26,26.39,26.61,74.78,6.63,188.59,coffee
59.36,57.99,57.81,25.48,92.19,6.37,138.78,papaya
30.6,57.08,17.62,15.62,18.45,5.84,113.42,kidneybeans
9.9,16.79,26.78,32.72,49.72,6.3,64.59,mango
13.23,125.75,183.48,11.84,83.2,6.36,64.22,grapes
91.27,11.6,47.14,27.83,92.2,6.54,25.46,muskmelon
1.68,130.24,202.87,5.21,96.88,5.82,106.31,apple
109.48,26.77,24.5,24.35,80.69,5.91,66.45,cotton
15.83,24.93,28.46,31.07,51.28,5.79,70.5,mango
105.16,13.42,53.8,24.31,91.81,6.55,19.94,muskmelon
65.85,56.83,40.65,31.72,81.42,6.64,185.54,jute
4.52,24.72,29.32,25.13,54.39,7.07,81.64,mango
5.29,78.9,15.7,26.63,49.79,5.97,179.86,pigeonpeas
6.15,11.09,5.73,18.35,93.85,6.68,131.56,orange
13.4,58.26,23.78,28.45,71.19,7.5,77.23,blackgram
3.17,24.46,38.68,29.59,49.59,7.02,59.13,mango
95.13,49.01,41.7,25.02,88.98,7.14,172.24,jute
17.85,59.48,24.49,22.87,21.06,6.06,108.81,kidneybeans
3.98,121.02,192.83,19.03,83.23,5.72,79.33,grapes
10.09,77.85,17.19,20.23,64.96,7.2,42.84,lentil
108.85,13.05,51.24,29.65,89.23,6.47,53.63,watermelon
3.66,8.82,30.74,26.7,90.15,6.01,193.56,coconut
19.87,4.91,41.41,29.05,91.4,5.41,202.78,coconut
86.2,41.91,44.95,31.06,85.28,6.36,158.39,jute
2.09,62.34,18.18,30.03,63.45,7.37,37.58,blackgram
1.74,5.92,32.65,27.04,95.27,5.26,170.12,coconut
48.91,66.54,47.41,27.65,93.77,6.34,164.35,papaya
15.05,77.68,20.16,19.15,20.52,6.35,108.25,kidneybeans
15.53,123.75,196.43,9.0,83.36,6.23,73.99,grapes
95.17,55.92,38.29,23.92,86.27,6.71,242.16,rice
19.15,60.27,16.61,23.57,22.06,5.72,127.59,kidneybeans
15.76,122.26,199.98,16.67,81.49,7.0,52.81,grapes
10.72,28.73,39.89,26.92,46.98,5.83,63.53,mango
39.38,70.35,20.21,20.54,22.35,6.4,134.1,kidneybeans
20.65,41.92,20.8,34.2,47.56,6.85,42.34,mothbeans
19.17,131.77,192.16,17.94,82.99,5.69,61.37,grapes
119.58,28.11,27.84,23.82,63.12,6.38,190.36,coffee
8.79,3.67,43.83,33.4,93.42,5.63,153.18,coconut
17.15,11.31,9.51,13.46,88.45,6.49,121.53,orange
65.55,42.62,39.53,27.16,87.66,6.54,173.41,jute
57.31,66.49,44.09,27.6,94.34,6.2,173.31,papaya
117.37,29.06,21.87,28.62,81.82,6.25,62.96,cotton
66.12,54.94,26.45,22.6,74.86,7.19,84.64,maize
115.66,28.38,29.96,22.19,83.87,6.32,85.09,cotton
99.62,72.18,25.98,21.16,68.09,6.14,79.3,maize
8.71,60.9,28.19,31.7,70.93,6.48,62.56,blackgram
35.07,65.22,16.89,22.35,17.55,5.42,109.5,kidneybeans
118.46,30.16,30.36,28.21,56.71,6.76,236.94,coffee
95.84,63.49,36.2,22.82,59.04,5.79,73.66,maize
12.18,124.62,189.46,14.45,86.79,5.59,72.1,grapes
4.37,134.16,185.08,20.11,89.0,5.43,74.29,grapes
119.32,21.06,23.17,21.97,78.77,6.64,68.45,cotton
85.67,51.76,20.68,25.89,69.79,6.36,82.33,maize
3.87,44.4,23.08,30.42,74.37,6.17,36.19,mungbean
0.64,59.12,23.59,26.4,77.55,6.96,35.88,mungbean
35.92,63.72,81.88,20.94,24.39,6.37,62.18,chickpea
94.14,12.24,53.7,28.66,90.5,6.15,54.29,watermelon
3.28,31.87,23.89,29.04,80.84,6.78,37.32,mungbean
30.11,43.58,17.46,34.35,82.92,5.97,23.33,mungbean
81.25,46.98,53.78,22.61,87.16,5.91,217.73,rice
17.19,14.59,46.03,24.1,92.94,6.93,147.24,pomegranate
101.39,30.56,36.08,21.8,64.26,6.22,232.67,coffee
104.18,9.2,48.73,27.83,91.68,6.75,32.54,muskmelon
17.98,123.67,197.12,8.17,91.82,6.9,117.01,apple
9.73,3.07,29.57,25.5,94.74,6.59,172.86,coconut
11.08,29.78,34.31,31.79,52.91,6.43,77.11,mango
104.79,28.71,34.84,27.51,62.71,6.77,226.1,coffee
19.29,0.67,38.18,34.48,92.13,6.25,173.01,coconut
0.51,55.02,25.88,31.61,78.34,6.42,56.94,blackgram
103.96,89.52,46.36,27.92,76.06,5.89,149.69,banana
7.89,39.05,15.37,28.14,70.9,7.48,48.71,mungbean
51.23,65.45,49.17,25.08,91.42,7.59,177.1,papaya
4.85,4.96,28.96,29.53,90.02,6.71,197.83,coconut
9.85,23.18,35.49,31.05,57.7,7.08,96.36,mango
118.19,28.2,27.43,21.8,57.34,5.79,211.78,coffee
63.88,42.93,42.71,23.11,88.36,5.57,281.87,rice
23.04,42.16,17.51,29.68,41.6,6.24,62.29,mothbeans
16.32,70.57,21.07,18.59,67.26,6.11,48.92,lentil
5.97,41.93,17.27,31.54,85.91,7.12,48.28,mungbean
73.28,53.73,27.36,25.04,60.61,7.33,96.36,maize
107.84,8.13,46.85,29.12,83.06,6.71,61.62,watermelon
48.99,71.59,41.89,31.29,91.82,7.49,177.42,papaya
80.65,78.74,40.64,30.46,80.69,6.25,150.44,banana
5.91,127.45,210.94,4.84,94.06,6.81,96.34,apple
11.1,72.4,80.23,17.39,17.14,7.35,56.13,chickpea
79.18,76.08,26.66,27.53,74.47,5.85,62.11,maize
105.53,9.24,52.64,26.22,94.01,6.99,23.11,muskmelon
29.07,47.72,21.95,28.76,62.4,6.15,39.09,blackgram
114.57,31.08,32.29,26.47,63.69,6.93,235.41,coffee
6.48,78.88,18.48,20.98,72.21,6.28,59.71,lentil
20.79,38.87,19.02,31.17,84.57,7.44,46.03,mungbean
111.47,21.21,25.14,27.06,78.35,6.52,82.46,cotton
49.03,58.2,42.18,30.24,95.25,7.26,129.44,papaya
64.84,36.74,40.14,24.19,81.41,6.48,289.71,rice
23.39,61.41,26.85,26.28,75.36,6.22,53.13,blackgram
2.72,50.69,24.61,24.48,53.38,6.45,36.93,mothbeans
23.87,53.03,18.02,32.13,44.51,6.73,49.02,mothbeans
93.63,13.27,46.21,27.94,89.98,7.15,18.53,muskmelon
20.88,72.55,15.46,17.45,24.28,5.61,144.44,kidneybeans
96.96,53.63,48.75,25.4,85.02,6.63,155.62,rice
92.4,18.12,52.77,27.02,90.8,6.75,76.97,watermelon
109.59,12.65,47.02,24.87,91.53,6.97,56.3,watermelon
19.67,61.02,24.7,15.7,22.24,5.68,124.69,kidneybeans
0.42,44.34,16.92,28.63,58.75,6.22,57.0,mothbeans
3.62,0.5,36.25,28.43,90.7,7.01,173.82,coconut
116.83,18.21,20.29,24.16,82.56,6.48,79.52,cotton
57.32,55.37,56.93,33.67,92.94,7.26,145.73,papaya
13.81,41.53,23.19,33.55,47.36,7.74,48.6,mothbeans
21.4,54.17,22.36,27.79,46.85,6.75,48.95,mothbeans
2.4,41.19,21.27,29.65,72.92,6.44,54.01,mungbean
97.43,17.45,52.48,27.17,82.2,6.54,46.56,watermelon
15.23,65.55,76.02,20.72,19.05,7.04,71.63,chickpea
118.49,27.58,27.38,24.52,69.3,5.79,211.23,coffee
17.79,121.99,196.67,1.85,88.42,7.07,107.91,apple
97.2,55.94,59.29,25.81,87.21,6.16,275.82,rice
36.82,51.01,19.46,25.7,82.56,7.18,36.48,mungbean
4.83,47.15,15.4,24.84,78.28,6.74,45.01,mungbean
4.85,67.81,16.27,19.82,69.77,6.58,55.5,lentil
41.98,67.69,42.89,31.64,95.22,6.94,175.46,papaya
16.85,126.91,198.44,5.54,90.85,6.17,110.32,apple
3.04,78.28,19.77,19.03,24.14,6.62,106.83,kidneybeans
14.68,41.26,20.41,26.59,48.58,8.02,54.03,mothbeans
95.88,8.52,53.17,26.53,86.84,6.57,53.97,watermelon
16.02,67.61,21.31,23.46,59.03,6.89,36.26,lentil
80.08,57.07,39.89,22.82,72.19,6.81,61.71,maize
62.99,41.23,42.17,36.08,89.65,6.24,151.65,jute
107.33,13.54,50.51,25.14,92.0,7.54,20.03,muskmelon
104.85,80.92,42.36,28.0,77.8,6.83,157.8,banana
1.64,135.92,180.25,14.13,89.72,6.53,42.63,grapes
81.34,57.02,39.49,24.27,85.6,7.02,174.43,jute
115.46,26.64,39.21,24.05,66.58,7.11,245.92,coffee
25.38,58.84,24.49,28.98,55.57,6.44,46.37,mothbeans
11.73,130.29,198.1,13.2,97.62,5.92,110.72,apple
23.37,69.14,18.64,18.09,19.77,5.83,136.66,kidneybeans
101.2,12.74,51.5,28.38,83.5,6.84,42.73,watermelon
59.27,55.75,53.39,31.95,94.15,6.12,174.21,papaya
3.38,122.69,212.64,1.63,92.27,6.24,115.73,apple
28.36,85.56,87.73,19.41,15.5,6.52,75.6,chickpea
4.22,48.9,23.71,34.48,79.52,6.75,47.14,mungbean
29.91,66.16,21.99,16.8,21.36,6.27,100.63,kidneybeans
90.53,18.94,52.93,27.97,93.94,6.2,33.29,muskmelon
80.91,58.04,36.13,25.07,87.72,5.88,168.52,rice
23.34,59.15,20.26,30.43,85.57,7.03,49.69,mungbean
2.12,17.44,11.01,18.85,90.37,6.36,105.12,orange
26.15,75.55,24.38,32.63,54.97,6.42,193.17,pigeonpeas
108.36,15.34,50.05,28.18,87.5,6.15,70.09,watermelon
0.88,23.91,35.06,23.84,93.3,7.03,124.39,pomegranate
12.87,76.65,84.41,18.39,19.98,7.88,107.41,chickpea
10.53,78.6,74.52,18.92,21.97,6.1,104.02,chickpea
119.88,35.46,29.9,28.54,68.57,6.41,182.51,coffee
10.52,10.11,36.21,18.24,94.78,6.49,124.78,pomegranate
81.37,38.23,59.23,23.74,88.19,6.33,215.72,rice
14.35,11.22,44.29,19.76,95.08,6.0,110.85,pomegranate
13.19,58.54,19.98,17.32,59.5,7.2,62.65,lentil
33.54,55.71,21.64,23.19,25.84,6.3,153.85,kidneybeans
8.07,14.38,11.47,13.17,89.02,5.72,104.34,orange
17.2,10.14,14.58,12.99,93.62,7.52,152.1,orange
7.4,65.12,15.42,31.85,58.94,6.38,184.19,pigeonpeas
0.34,74.44,18.82,29.01,44.81,6.01,174.74,pigeonpeas
12.77,13.77,13.32,15.54,89.96,6.18,132.7,orange
65.63,42.71,37.05,24.99,89.51,6.18,167.55,jute
87.79,86.12,52.29,30.9,84.03,6.29,156.75,banana
8.4,9.19,25.63,33.74,90.78,6.32,172.55,coconut
40.36,68.31,57.85,27.02,93.26,6.06,129.75,papaya
92.86,79.0,32.83,22.62,59.94,6.72,77.92,maize
18.55,125.63,208.57,15.15,95.52,6.73,106.35,apple
6.49,17.05,6.31,12.65,92.7,6.02,122.1,orange
13.66,50.04,21.95,34.24,81.04,7.37,31.4,mungbean
38.37,58.74,23.06,14.13,23.95,6.24,106.38,kidneybeans
92.89,16.69,52.86,28.84,89.51,6.46,62.04,watermelon
16.22,25.93,34.15,21.39,92.9,5.65,119.56,pomegranate
17.71,15.77,48.35,24.96,89.39,5.76,146.95,pomegranate
19.59,65.61,76.29,20.22,14.42,6.38,68.4,chickpea
104.43,18.08,45.66,27.64,88.0,6.96,28.93,muskmelon
109.48,23.4,24.03,27.86,77.03,6.59,91.9,cotton
1.8,138.32,182.77,16.65,89.45,6.13,71.49,grapes
18.44,123.32,209.76,9.6,79.48,5.81,64.94,grapes
14.65,139.19,210.86,8.29,97.32,6.9,123.48,apple
18.09,20.7,25.72,31.48,56.19,7.23,62.11,mango
63.22,31.2,42.96,22.26,90.06,6.54,294.35,rice
2.51,5.85,28.37,28.34,95.83,6.59,161.64,coconut
9.15,46.75,15.2,26.71,51.85,7.79,55.31,mothbeans
1.7,136.86,197.84,15.06,85.3,6.98,66.11,grapes
33.75,72.33,77.95,19.71,19.61,6.44,74.67,chickpea
5.84,19.7,45.93,20.17,86.86,5.79,108.66,pomegranate
7.4,28.5,43.74,26.95,48.99,7.29,76.59,mango
12.52,23.5,42.69,26.84,48.19,5.8,91.08,mango
26.61,64.04,25.54,30.11,65.31,7.46,61.8,blackgram
13.38,34.13,23.49,28.21,75.77,7.15,37.54,mungbean
14.61,17.49,5.45,11.88,93.81,6.75,139.91,orange
50.18,57.05,52.68,30.82,95.83,6.95,142.78,papaya
17.83,74.36,23.57,23.7,68.44,7.37,58.21,lentil
8.12,136.5,196.26,9.23,80.11,5.75,64.74,grapes
96.43,15.94,48.66,29.1,81.47,6.55,49.03,watermelon
83.17,52.43,48.48,26.19,86.23,7.51,200.89,jute
2.96,137.68,187.2,16.93,86.63,6.15,65.78,grapes
9.06,139.62,197.73,5.04,89.23,6.15,123.27,apple
31.41,57.66,16.54,33.98,83.29,7.1,25.74,mungbean
101.7,27.89,25.68,28.04,84.3,6.03,69.94,cotton
118.96,25.89,19.85,27.67,79.0,6.06,86.46,cotton
87.26,87.58,42.19,25.94,84.39,6.86,182.71,banana
16.15,71.36,22.69,17.55,69.3,7.06,52.69,lentil
12.36,14.85,9.06,9.31,93.51,7.28,118.07,orange
7.4,21.26,42.86,21.13,83.42,5.83,108.14,pomegranate
5.27,124.02,201.78,4.98,99.85,6.98,108.62,apple
69.95,35.71,43.46,22.84,89.98,6.25,152.75,rice
43.99,60.79,58.03,26.57,96.21,6.38,131.63,papaya
110.92,20.14,27.65,21.42,83.64,6.72,79.13,cotton
75.21,71.11,30.01,24.77,71.87,5.81,94.43,maize
61.47,46.3,38.84,31.98,89.58,6.66,184.89,jute
88.26,43.2,48.65,31.06,79.56,7.45,148.51,jute
0.83,64.8,26.45,32.03,61.88,6.2,72.89,blackgram
22.63,57.01,22.81,29.55,83.9,6.65,44.8,mungbean
56.04,58.73,57.26,25.62,96.96,7.03,150.15,papaya
7.06,72.56,18.94,27.6,57.01,6.26,138.97,pigeonpeas
12.18,42.2,15.84,31.96,79.98,7.5,36.63,mungbean
9.78,41.96,22.38,33.3,49.92,7.01,56.06,mothbeans
16.11,17.16,34.2,31.55,50.85,7.04,80.58,mango
1.39,3.28,31.8,27.48,95.12,5.94,162.84,coconut
94.07,43.68,44.57,25.4,86.05,6.49,196.57,jute
22.07,61.16,15.72,31.96,44.72,6.26,134.21,pigeonpeas
30.94,61.19,75.47,24.18,24.41,6.8,56.78,chickpea
26.94,45.77,24.57,25.89,51.45,7.61,37.88,mothbeans
32.3,49.77,21.66,30.18,62.44,6.85,69.59,blackgram
12.14,49.99,16.45,29.55,54.85,7.87,51.04,mothbeans
18.19,5.7,33.1,32.99,89.91,6.75,164.74,coconut
4.74,27.29,34.77,30.65,46.58,6.97,73.1,mango
12.13,58.19,17.94,28.44,61.0,6.52,194.25,pigeonpeas
7.55,55.66,24.65,18.36,55.07,7.27,43.23,lentil
1.92,20.33,39.15,33.28,51.02,6.09,66.35,mango
112.85,32.68,37.16,23.86,66.48,6.39,179.47,coffee
38.16,62.76,79.3,18.22,19.35,6.06,78.29,chickpea
86.19,34.63,44.08,26.14,87.8,6.9,199.08,rice
13.93,63.87,21.93,20.29,67.05,6.05,37.07,lentil
11.19,59.5,16.31,20.81,20.34,5.76,109.31,kidneybeans
57.99,55.14,55.97,29.88,92.79,6.61,121.37,papaya
39.87,74.49,18.53,18.12,22.54,5.67,143.68,kidneybeans
108.48,10.54,45.27,30.71,87.06,7.58,23.2,muskmelon
7.48,73.04,79.15,18.26,20.1,7.09,69.64,chickpea
14.49,58.87,21.52,18.05,19.73,5.84,113.06,kidneybeans
15.4,8.01,13.77,16.17,89.66,6.4,106.44,orange
96.9,70.45,59.01,26.62,85.86,6.2,128.28,banana
1.01,50.62,19.79,33.36,43.82,7.28,59.13,mothbeans
16.64,135.8,195.7,3.0,96.5,6.15,124.77,apple
0.84,129.06,180.11,14.12,86.31,6.26,65.28,grapes
63.0,69.13,27.27,23.56,55.62,6.72,52.06,maize
17.52,25.14,40.74,27.45,45.9,7.12,70.08,mango
15.84,56.1,20.69,28.83,80.84,6.99,33.12,mungbean
27.08,60.75,18.16,24.44,23.81,6.0,145.18,kidneybeans
1.84,120.26,207.95,13.64,91.13,6.83,106.9,apple
92.59,10.17,46.21,27.12,93.16,7.4,11.39,muskmelon
6.97,1.92,29.13,25.44,89.1,6.77,162.16,coconut
63.45,59.28,39.99,22.4,71.19,5.79,71.26,maize
9.36,59.52,19.44,30.14,45.68,6.2,45.6,mothbeans
13.64,13.96,11.24,18.13,90.32,7.32,109.15,orange
18.14,79.07,19.68,21.85,64.94,7.19,52.56,lentil
24.56,67.89,81.84,18.74,21.62,7.66,95.77,chickpea
13.04,53.53,18.79,29.76,73.98,7.0,74.13,blackgram
7.25,139.39,200.59,11.86,97.27,5.97,110.95,apple
12.13,51.53,17.34,29.51,88.71,7.08,57.83,mungbean
14.85,2.78,40.73,32.66,91.2,6.79,159.24,coconut
5.23,78.01,16.13,19.71,20.42,6.48,121.15,kidneybeans
15.34,8.93,28.13,33.13,90.87,6.66,190.82,coconut
8.1,124.98,188.72,10.04,79.58,6.91,74.03,grapes
52.14,60.01,51.64,32.6,92.08,6.13,170.04,papaya
0.66,132.18,210.86,3.26,90.0,6.46,131.65,apple
18.44,47.27,19.36,30.78,55.37,7.06,61.4,mothbeans
1.81,24.59,33.71,23.47,92.52,5.8,137.67,pomegranate
10.87,64.64,23.51,22.15,17.35,6.77,112.27,kidneybeans
12.6,92.03,84.01,22.09,15.55,6.43,59.7,chickpea
7.54,136.96,198.14,5.15,98.01,5.63,111.13,apple
119.09,28.89,36.35,30.26,65.74,6.48,218.36,coffee
7.47,138.74,195.69,17.98,84.99,6.74,70.78,grapes
5.28,128.48,199.77,17.56,87.35,5.91,64.2,grapes
104.46,21.01,18.23,24.67,73.96,6.53,85.94,cotton
29.71,57.12,21.42,27.8,58.61,5.9,160.6,pigeonpeas
16.44,9.81,8.91,14.46,90.4,5.93,99.94,orange
18.06,79.74,24.34,23.59,58.97,7.5,52.35,lentil
94.38,17.7,47.9,29.09,89.44,7.24,24.09,muskmelon
36.65,50.94,22.22,24.68,81.18,7.53,54.09,mungbean
0.94,79.59,21.27,32.71,57.43,6.73,123.63,pigeonpeas
91.8,84.87,53.9,26.26,85.5,5.56,162.55,banana
2.59,45.26,22.51,30.51,79.22,6.37,56.95,mungbean
18.8,136.44,213.4,2.69,95.05,5.71,102.24,apple
97.24,75.54,49.03,33.72,74.65,6.41,174.43,banana
4.98,43.3,23.23,25.18,65.94,6.46,27.82,blackgram
106.59,21.46,29.19,24.29,76.98,6.32,80.22,cotton
1.41,125.16,195.91,4.26,91.26,5.69,125.1,apple
18.28,60.95,25.88,34.58,78.42,6.36,37.86,blackgram
3.03,131.07,189.5,11.15,80.28,6.47,72.89,grapes
20.55,64.43,19.29,21.29,20.75,5.98,104.88,kidneybeans
93.27,12.56,47.19,27.55,82.69,5.94,50.49,watermelon
6.47,27.92,31.04,20.48,88.82,6.35,123.17,pomegranate
23.1,63.09,16.62,25.87,49.01,5.2,142.98,pigeonpeas
88.57,65.14,23.45,19.19,65.87,5.76,73.36,maize
4.78,126.17,197.39,14.78,81.46,5.6,68.22,grapes
107.66,17.92,52.99,29.29,90.42,6.09,35.12,muskmelon
32.22,59.67,20.66,33.26,81.02,6.49,60.0,mungbean
83.89,30.64,53.6,22.43,81.6,6.67,283.82,rice
1.19,123.16,203.35,12.47,90.69,5.81,118.84,apple
79.81,31.11,45.07,25.24,82.92,6.13,213.64,rice
5.21,16.79,30.71,24.36,51.8,6.32,91.57,mango
4.64,44.42,16.88,32.83,49.28,6.9,30.77,mothbeans
18.17,53.68,15.42,27.76,74.62,6.95,66.7,mungbean
114.4,80.5,56.01,28.86,85.37,6.11,165.2,banana
5.16,131.17,206.68,17.2,86.56,6.57,66.33,grapes
103.94,34.37,25.18,28.68,60.55,5.99,171.62,coffee
59.39,58.73,42.55,26.29,92.84,6.36,165.96,papaya
29.01,77.4,21.96,25.7,59.65,6.83,195.54,pigeonpeas
